id,kill_death_ratio,average_damage,match_counts,is_party,rank_id
929,0.1,90,35,1,0
930,3,700,200,0,3
931,2.5,800,700,0,16
932,2,700,200,0,22
933,2,700,200,0,13
934,1,350,200,0,13
935,0.89,349,3355,1,16
936,1.64,461.45,12700,0,17
937,0.73,700,8000,0,11
938,2.3,534.52,1652,0,16
939,1.86,601,9300,1,20
940,1.2,460,305,0,12
941,3.05,943,197,1,16
942,0.94,316,5000,0,12
943,0.75,338.45,172,0,9
944,1.45,541.32,262,1,16
945,1.11,503.1,154,0,10
946,1.25,448.44,124,0,11
947,1.05,380.42,7327,1,16
948,1.5,900,750,0,13
949,1,480,-1,0,12
950,1,450,-1,0,13
951,2.23,700,-1,0,16
952,2.23,710,504,0,16
953,2.23,710,504,0,16
954,9.75,4000,630,0,16
955,9.75,4000,630,0,21
956,1.07,444.89,557,0,13
957,1.4,550,-1,1,21
958,1.9,500,-1,1,21
959,0.5,200,-1,1,21
960,0.01,100,-1,1,21
961,1.9,500,-1,0,22
962,1.9,500,-1,1,22
963,1.89,770.45,241,0,16
964,2,500,-1,1,22
965,2,1000,-1,1,22
966,2,1000,-1,0,22
967,2.21,675.07,2230,0,16
968,10,1500,-1,0,22
969,2.16,1500,-1,1,21
970,2.16,1500,-1,0,20
971,87.91,3258.95,-1,0,21
972,1.18,419.8,416,0,15
973,98.72,78235.52,-1,1,20
974,6.39,3229,14000,0,20
975,1.26,586,10000,1,20
976,1.1,600,5000,0,17
977,93,600,-1,1,1
978,3,600,-1,1,22
979,1.58,5.2,3000,0,19
980,2,500,81,0,22
981,1.5,700,500,0,16
982,3,890,1300,1,16
983,3.01,897.96,1458,1,16
984,0.42,156.85,3690,1,9
985,1.82,574.89,13395,1,16
986,0.74,350,18000,0,11
987,0.42,156.85,3690,1,9
988,2,800,8000,1,21
989,1.6,450,600,0,17
990,2,800,8000,1,21
991,1.8,600,1000,1,20
992,1.5,544,217,0,12
993,1.5,650,1000,1,20
994,1.08,630,600,1,20
995,1.5,600,300,1,20
996,1.12,344,46100,0,13
997,1.1,490,500,1,11
998,1.79,853,-1,0,16
999,1.7,500,-1,1,16
1000,1.69,504,1003,0,20
1001,1.9,700,4900,0,15
1002,1.9,790,5000,0,15
1003,1.41,443,118,0,21
1004,0.61,218.66,1520,1,12
1005,1.41,475,4000,0,16
1006,1.41,443,1180,0,20
1007,0.93,431.14,190,1,11
1008,0.71,301.01,1640,0,12
1009,1.8,2543,3000,0,16
1010,0.7,300,-1,0,12
1011,3,1000,1000,1,21
1012,0.98,415.91,6041,0,16
1013,1.1,445.71,223,1,11
1014,1.04,349.74,-1,1,11
1015,0.85,410,500,0,16
1016,0.96,334.61,3698,1,11
1017,0.91,379.79,177,0,12
1018,1,600,800,0,16
1019,1.5,700,300,0,20
1020,1.27,632,890,0,16
1021,10,1700,300,1,16
1022,1.3,700,890,0,16
1023,1.3,700,1000,0,16
1024,20,30000,3000,0,21
1025,1.3,700,1000,1,16
1026,1.6,600,100,1,16
1027,6.4,1600,340,1,20
1028,1.5,900,1020,1,20
1029,3.04,393,76,0,16
1030,5,2234,100000,1,21
1031,1.24,429,4120,0,16
1032,2.05,850,3000,0,20
1033,2.05,750,3000,0,20
1034,2.05,750,3000,0,16
1035,2.05,750,3000,0,16
1036,1.62,473,1270,0,22
1037,1.66,536.45,53900,0,16
1038,2.21,846,900,0,21
1039,0.5,250,-1,0,9
1040,0.89,511,2000,0,10
1041,1.45,500,600,0,16
1042,2.5,800,1300,0,16
1043,0.87,374,1760,0,12
1044,0.72,337.27,391,1,12
1045,0.92,385,790,0,12
1046,3.2,839,3000,0,21
1047,0.91,500.88,112,1,8
1048,0.91,500.88,112,0,8
1049,0.91,2580.36,112,0,8
1050,0.86,367,-1,0,12
1051,1.26,456.08,3870,0,15
1052,1.28,584.81,351,0,15
1053,3.39,770,2200,1,20
1054,3.2,839,3000,0,21
1055,4.56,987,-1,1,21
1056,1.7,850,1500,0,17
1057,5.2,1500,1000,0,15
1058,1,300,1000,0,12
1059,0.3,201.16,2729,0,12
1060,1.52,494,5581,0,18
1061,0.01,0,1,0,0
1062,20,5000,999999,1,21
1063,8.54,1405,180000,0,22
1064,8.54,1405,180000,0,22
1065,99.99,99999,9000,0,17
1066,8.54,1405,180000,0,21
1067,8.54,1405,180000,0,0
1068,99.99,99999.99,1.00E+17,0,0
1069,99.99,99999.99,1.00E+13,0,21
1070,0.8,300,4000,0,16
1071,0.52,600,-1,0,10
1072,0.8,300,4000,0,12
1073,13.92,2400,-1,0,21
1074,2.2,800,-1,1,20
1075,21.19,4000,5936510,0,22
1076,23,8000,-1,0,22
1077,3.5,700,3100,0,17
1078,3.5,900,1200,0,17
1079,3.5,900,1200,1,17
1080,1.24,387.01,964,0,9
1081,1.8,700,1294,1,12
1082,0.82,500,-1,0,16
1083,1.1,417,3722,0,16
1084,1.8,700,1294,1,16
1085,0.98,392,1400,1,16
1086,1.2,500,200,0,20
1087,1.02,404.47,1165,0,16
1088,0.71,300.78,1646,0,12
1089,1.21,436.31,982,0,16
1090,1.15,481.15,311,0,16
1091,1,1000,10,0,0
1092,1.35,350,-1,1,9
1093,1.09,471.4,-1,1,20
1094,1.2,500,-1,0,16
1095,2.08,702.91,178,0,16
1096,2.48,775.67,9058,1,20
1097,1.87,569.92,211,0,4
1098,0.73,283,-1,1,12
1099,1,400,-1,1,16
1100,1,400,-1,1,12
1101,1.89,589.96,1735,0,13
1102,0.5,300,5000,0,14
1103,1.35,418.07,826,0,12
1104,1.29,436.89,701,0,16
1105,0.96,378.33,353,0,16
1106,0.87,268.02,388,0,15
1107,1.04,4839,258,0,15
1108,0.72,285.97,3850,1,12
1109,1,400,-1,0,16
1110,2.3,700,600,0,14
1111,1,300,-1,1,15
1112,2.46,1240,-1,0,16
1113,4.41,1240,-1,0,19
1114,1.24,473,3000,0,14
1115,1.13,469.74,262,1,11
1116,1.95,658.99,13600,0,20
1117,1,380,1600,0,12
1118,5.5,1100,2700,0,20
1119,4.5,1200,-1,0,22
1120,0.59,1554,160,1,12
1121,4.5,1200,-1,0,21
1122,1,400,-1,0,16
1123,0.57,300.77,3210,0,12
1124,0.89,407.88,131,1,9
1125,2.3,580,-1,1,16
1126,25,1453,37864,0,21
1127,0.97,387,867,0,9
1128,1.3,630,1000,0,14
1129,4.31,1500,-1,0,22
1130,1.7,700,-1,0,1
1131,1.84,495,1600,0,16
1132,1.5,400,2000,0,20
1133,1.4,450,2000,0,20
1134,1,400,2000,1,20
1135,1.2,600,150,0,14
1136,2.98,1200,-1,0,13
1137,2,1000,200,1,20
1138,1.73,653,4456,0,12
1139,6,1120,980,1,20
1140,3,750,10000,1,20
1141,1,500,700,0,13
1142,1,500,3000,0,22
1143,1,800,-1,0,17
1144,1.2,300,-1,0,16
1145,1.5,500,300,0,17
1146,0.8,388.19,232,0,12
1147,1.3,876,200,0,12
1148,0.7,876,200,0,12
1149,0.38,2540,3808,1,12
1150,1.5,500,-1,0,17
1151,0.34,197.53,-1,1,12
1152,1.2,445,1200,0,12
1153,2.08,679,95,1,12
1154,1.2,445,1400,0,12
1155,2.08,679,1000,1,12
1156,2.08,679,95,0,12
1157,0.84,430.43,139,0,22
1158,0.58,254.15,4057,0,22
1159,0.67,408.65,464,0,12
1160,1,500,500,0,17
1161,4.1,500,-1,0,22
1162,4.1,800,-1,0,22
1163,2,700,5000,0,20
1164,2.08,679,95,0,12
1165,2.5,800,56000,0,21
1166,1.48,422,4200,1,20
1167,2.5,800,-1,0,21
1168,2.2,560,240,0,14
1169,2.1,506,5460,0,20
1170,1.31,437.44,6942,0,16
1171,1.5,600,1050,0,14
1172,5.5,1200,10000,0,21
1173,1.6,600,470,0,14
1174,1.15,479,670,0,16
1175,0.75,298,670,0,16
1176,0.75,298,670,0,16
1177,0.75,298,70056,0,16
1178,0.1,114,5094,0,16
1179,1.96,456,50000,0,16
1180,0.1,114,5094,0,0
1181,0.1,114,5094,0,21
1182,0.1,114,5094,0,21
1183,0.1,114,5094,0,20
1184,0.1,0,-1,1,21
1185,2.1,842,623,0,18
1186,8.32,2364,13000,0,21
1187,1.81,1800,300,0,21
1188,3.39,684,300,0,13
1189,1.2,560,500,0,22
1190,1.7,600,10100,0,22
1191,2,800,1000,0,22
1192,3,1000,200,0,15
1193,5.6,1500,30000,0,22
1194,0.66,310.06,5560,1,16
1195,1.31,645,167,1,13
1196,1.5,750,500,0,16
1197,0.52,319,902,0,6
1198,0.2,99.79,902,0,6
1199,0.2,99.79,902,0,6
1200,1.7,500,2000,0,13
1201,0.65,250,300,0,6
1202,0.65,250,300,1,6
1203,0.65,250,300,0,6
1204,0.65,250,300,0,6
1205,1.1,1200,-1,0,16
1206,0.65,250,300,0,6
1207,1.21,545.97,464,0,16
